date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,sym_state,exp_num,exp_subrun,stand_beetag,peg_beetag,exp_1_beetag,exp_run_full,beetag_exprun,jar_unique_ID,temp,PAM_avg_day1,PAM_avg_day11,PAM_delta,pam_percent_change,log_PAM_delta,treat_ID_full,N_species,N_dose,N_species_dose,control_or_nutrient,temp,food,sym_state,food_sym_state
08_01_22,08_03_22,243,M,243M,167,9,SYM,3,B,W3,O20,W3O20,3B,W3O20_exp3B,188,30,0.561,0.592,0.031,0.055258467,-3.473768074,A_0_30_S_A,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,242,O,242O,165,12,APO,3,B,W4,O21,W4O21,3B,W4O21_exp3B,189,30,0.483,0.614,0.131,0.271221532,-2.032557956,A_0_30_S_A,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,06_30_22,167,V,167V,114,13,SYM,1,B,B25,G46,B25G46,1B,B25G46_exp1B,36,30,0.274,0.414,0.14,0.510948905,-1.966112856,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,06_30_22,182,I,182I,124,16,SYM,1,B,B25,G47,B25G47,1B,B25G47_exp1B,36,30,0.239,0.144,-0.095,-0.39748954,-2.353878387,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_01_22,205,C,205C,136,7,SYM,2,A,B29,G70,B29G70,2A,B29G70_exp2A,72,30,0.452,0.019,-0.433,-0.957964602,-0.837017551,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,240,L,240L,162,6,SYM,3,A,B29,G70,B29G70,3A,B29G70_exp3A,136,30,0.502,0.455,-0.047,-0.093625498,-3.057607677,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,222,F,222F,145,8,SYM,2,A,B29,G71,B29G71,2A,B29G71_exp2A,72,30,0.482,0.5,0.018,0.037344398,-4.017383521,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,241,X,241X,164,10,SYM,3,A,B29,G71,B29G71,3A,B29G71_exp3A,136,30,0.569,0.546,-0.023,-0.040421793,-3.772261063,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_23_22,144,M,144M,99,5,SYM,1,A,B33,G93,B33G93,1A,B33G93_exp1A,7,30,0.337,0.264,-0.073,-0.216617211,-2.617295838,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_24_22,153,G,153G,104,11,SYM,1,A,B33,G94,B33G94,1A,B33G94_exp1A,7,30,0.434,0.53,0.096,0.221198157,-2.343407088,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_24_22,157,I,157I,107,9,SYM,1,A,B33,G95,B33G95,1A,B33G95_exp1A,7,30,0.347,0.571,0.224,0.645533141,-1.496109227,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_01_22,198,M,198M,134,5,SYM,2,B,B34,G3106,B34G3106,2B,B34G3106_exp2B,104,30,0.533,0.545,0.012,0.022514071,-4.422848629,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,217,G,217G,143,14,SYM,2,B,B34,G3310,B34G3310,2B,B34G3310_exp2B,104,30,0.542,0.5,-0.042,-0.077490775,-3.170085661,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,233,R,233R,152,6,SYM,2,B,B34,G3409,B34G3409,2B,B34G3409_exp2B,104,30,0.545,0.496,-0.049,-0.089908257,-3.015934981,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_05_22,250,H,250H,171,14,APO,3,B,W4,O22,W4O22,3B,W4O22_exp3B,189,30,0.437,0.451,0.014,0.032036613,-4.268697949,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,8_05_22,245,F,245F,169,1,SYM,3,B,W4,O23,W4O23,3B,W4O23_exp3B,189,30,0.046,0.449,0.403,8.760869565,-0.908818717,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_06_22,255,C,255C,176,15,SYM,3,B,W4,O24,W4O24,3B,W4O24_exp3B,189,30,0.031,0.515,0.484,15.61290323,-0.725670372,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_05_22,252,C,252C,173,4,SYM,3,B,W4,O25,W4O25,3B,W4O25_exp3B,189,30,0.467,0.57,0.103,0.220556745,-2.273026291,A_0_30_S_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,06_30_22,195,A,195A,131,4,APO,2,A,G30,Y75,G30Y75,2A,G30Y75_exp2A,75,20,0.376,0.577,0.201,0.534574468,-1.604450371,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,07_07_22,234,B,234B,152,11,APO,3,A,G30,Y75,G30Y75,3A,G30Y75_exp3A,139,20,0.456,0.346,-0.11,-0.24122807,-2.207274913,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,07_05_22,209,H,209H,140,3,APO,2,A,G30,Y76,G30Y76,2A,G30Y76_exp2A,75,20,0.462,0.578,0.116,0.251082251,-2.154165088,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
08_01_22,08_02_22,237,AA,237AA,155,13,APO,3,A,G30,Y76,G30Y76,3A,G30Y76_exp3A,139,20,0.369,0.284,-0.085,-0.230352304,-2.465104022,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,07_07_22,232,A,232A,150,10,APO,2,A,G30,Y77,G30Y77,2A,G30Y77_exp2A,75,20,0.23,0.441,0.211,0.917391304,-1.555897146,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
08_01_22,08_02_22,237,BK,237BK,158,1,APO,3,A,G30,Y77,G30Y77,3A,G30Y77_exp3A,139,20,0.417,0.362,-0.055,-0.131894484,-2.900422094,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,06_30_22,167,F,167F,113,13,APO,1,B,G35,Y12,G35Y12,1B,G35Y12_exp1B,46,20,0.341,0.564,0.223,0.653958944,-1.500583508,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,06_30_22,178,C,178C,122,16,APO,1,B,G35,Y14,G35Y14,1B,G35Y14_exp1B,46,20,0.319,0.519,0.2,0.626959248,-1.609437912,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,06_30_22,184,N,184N,126,12,APO,1,B,G35,Y21,G35Y21,1B,G35Y21_exp1B,46,20,0.253,0.34,0.087,0.343873518,-2.44184716,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_22_22,06_24_22,152,R,152R,104,3,APO,1,A,G36,Y22,G36Y22,1A,G36Y22_exp1A,15,20,0.26,0.292,0.032,0.123076923,-3.442019376,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,06_30_22,170,I,170I,117,12,APO,2,B,G36,Y22,G36Y22,2B,G36Y22_exp2B,111,20,0.428,0.063,-0.365,-0.852803738,-1.007857925,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_22_22,06_24_22,152,H,152H,103,9,APO,1,A,G36,Y25,G36Y25,1A,G36Y25_exp1A,15,20,0.235,0.275,0.04,0.170212766,-3.218875825,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,07_05_22,212,G,212G,141,15,APO,2,B,G36,Y25,G36Y25,2B,G36Y25_exp2B,111,20,0.414,0.432,0.018,0.043478261,-4.017383521,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
08_01_22,08_03_22,242,C,242C,164,16,APO,3,B,O10,G14,O10G14,3B,O10G14_exp3B,162,20,0.36,0.374,0.014,0.038888889,-4.268697949,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
08_01_22,8_05_22,244,O,244O,168,10,APO,3,B,O10,G15,O10G15,3B,O10G15_exp3B,162,20,0.466,0.482,0.016,0.034334764,-4.135166557,A_5_20_F_A,A,5,A_5,Nutrient,20,F,A,F_A
06_29_22,07_01_22,198,B,198B,133,10,SYM,2,A,G30,Y78,G30Y78,2A,G30Y78_exp2A,75,20,0.535,0.05,-0.485,-0.906542056,-0.723606388,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
08_01_22,08_03_22,239,V,239V,161,10,SYM,3,A,G30,Y78,G30Y78,3A,G30Y78_exp3A,139,20,0.523,0.546,0.023,0.043977055,-3.772261063,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_29_22,07_07_22,220,C,220C,144,9,SYM,2,A,G30,Y79,G30Y79,2A,G30Y79_exp2A,75,20,0.461,0.133,-0.328,-0.711496746,-1.114741671,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
08_01_22,08_03_22,241,J,241J,163,12,SYM,3,A,G30,Y79,G30Y79,3A,G30Y79_exp3A,139,20,0.555,0.183,-0.372,-0.67027027,-0.988861425,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_22_22,06_25_22,166,H,166H,113,2,SYM,1,B,G35,Y23,G35Y23,1B,G35Y23_exp1B,46,20,0.346,0.596,0.25,0.722543353,-1.386294361,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_29_22,06_30_22,173,G,173G,120,16,SYM,1,B,G35,Y24,G35Y24,1B,G35Y24_exp1B,46,20,0.469,0.594,0.125,0.26652452,-2.079441542,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_22_22,06_23_22,143,C,143C,97,16,SYM,1,A,G36,Y26,G36Y26,1A,G36Y26_exp1A,15,20,0.41,0.148,-0.262,-0.63902439,-1.339410775,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_29_22,06_30_22,191,E,191E,129,15,SYM,2,B,G36,Y26,G36Y26,2B,G36Y26_exp2B,111,20,0.594,0.418,-0.176,-0.296296296,-1.737271284,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_22_22,06_24_22,151,F,151F,102,12,SYM,1,A,G36,Y27,G36Y27,1A,G36Y27_exp1A,15,20,0.324,0.401,0.077,0.237654321,-2.563949857,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_29_22,07_05_22,211,D,211D,141,2,SYM,2,B,G36,Y27,G36Y27,2B,G36Y27_exp2B,111,20,0.56,0.52,-0.04,-0.071428571,-3.218875825,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_22_22,06_24_22,155,F,155F,106,9,SYM,1,A,G36,Y28,G36Y28,1A,G36Y28_exp1A,15,20,0.335,0.47,0.135,0.402985075,-2.002480501,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_29_22,06_30_22,171,K,171K,118,16,SYM,2,B,G36,Y28,G36Y28,2B,G36Y28_exp2B,111,20,0.581,0.291,-0.29,-0.499139415,-1.237874356,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
08_01_22,8_05_22,248,A,248A,170,6,SYM,3,B,O10,G17,O10G17,3B,O10G17_exp3B,162,20,0.07,0.012,-0.058,-0.828571429,-2.847312268,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
08_01_22,8_05_22,252,V,252V,174,7,SYM,3,B,O10,G20,O10G20,3B,O10G20_exp3B,162,20,0.562,0.366,-0.196,-0.348754448,-1.62964062,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
08_01_22,08_03_22,243,K,243K,167,7,SYM,3,B,O10,G21,O10G21,3B,O10G21_exp3B,162,20,0.602,0.622,0.02,0.033222591,-3.912023005,A_5_20_F_S,A,5,A_5,Nutrient,20,F,S,F_S
06_22_22,06_25_22,162,C,162C,110,15,APO,1,A,G27,Y55,G27Y55,1A,G27Y55_exp1A,10,20,0.17,0.411,0.241,1.417647059,-1.422958345,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_22_22,06_24_22,146,F,146F,100,6,APO,1,A,G27,Y56,G27Y56,1A,G27Y56_exp1A,10,20,0.241,0.467,0.226,0.937759336,-1.48722028,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,07_01_22,197,C,197C,133,3,APO,2,A,G32,Y87,G32Y87,2A,G32Y87_exp2A,76,20,0.423,0.572,0.149,0.352245863,-1.903808973,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_22_35,07_31_35,236,B,236B,153,14,APO,3,A,G32,Y87,G32Y87,3A,G32Y87_exp3A,140,20,0.456,0.31,-0.146,-0.320175439,-1.924148657,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,07_07_22,218,D,218D,144,2,APO,2,A,G32,Y88,G32Y88,2A,G32Y88_exp2A,76,20,0.353,0.362,0.009,0.025495751,-4.710530702,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
08_01_22,08_02_22,237,AK,237AK,156,7,APO,3,A,G32,Y88,G32Y88,3A,G32Y88_exp3A,140,20,0.344,0.206,-0.138,-0.401162791,-1.980501594,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,07_07_22,233,E,233E,151,9,APO,2,A,G32,Y90,G32Y90,2A,G32Y90_exp2A,76,20,0.449,0.553,0.104,0.231625835,-2.26336438,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
08_01_22,08_02_22,237,BT,237BT,158,10,APO,3,A,G32,Y90,G32Y90,3A,G32Y90_exp3A,140,20,0.418,0.288,-0.13,-0.311004785,-2.040220829,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,06_30_22,171,I,171I,118,14,APO,2,B,G37,Y29,G37Y29,2B,G37Y29_exp2B,112,20,0.486,0.538,0.052,0.106995885,-2.95651156,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,07_07_22,216,A,216A,143,6,APO,2,B,G37,Y30,G37Y30,2B,G37Y30_exp2B,112,20,0.27,0.331,0.061,0.225925926,-2.796881415,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,06_30_22,168,R,168R,116,4,APO,1,B,G38,Y34,G38Y34,1B,G38Y34_exp1B,47,20,0.141,0.184,0.043,0.304964539,-3.146555163,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,06_30_22,179,C,179C,123,13,APO,1,B,G38,Y35,G38Y35,1B,G38Y35_exp1B,47,20,0.216,0.524,0.308,1.425925926,-1.177655496,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
06_29_22,06_30_22,187,E,187E,128,10,APO,1,B,G38,Y36,G38Y36,1B,G38Y36_exp1B,47,20,0.092,0.26,0.168,1.826086957,-1.7837913,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
08_01_22,8_05_22,247,D,247D,169,16,APO,3,B,O11,G23,O11G23,3B,O11G23_exp3B,163,20,0.432,0.444,0.012,0.027777778,-4.422848629,A_5_20_S_A,A,5,A_5,Nutrient,20,S,A,S_A
08_01_22,8_05_22,248,I,248I,170,14,SYM,3,B,O11,G24,O11G24,3B,O11G24_exp3B,163,20,0.539,0.107,-0.432,-0.80148423,-0.839329691,A_5_20_S_A,A,5,A_5,Nutrient,20,S,S,S_S
06_22_22,06_23_22,144,H,144H,98,16,SYM,1,A,G27,Y57,G27Y57,1A,G27Y57_exp1A,10,20,0.386,0.497,0.111,0.287564767,-2.198225078,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_22_22,06_24_22,153,D,153D,104,8,SYM,1,A,G27,Y58,G27Y58,1A,G27Y58_exp1A,10,20,0.392,0.172,-0.22,-0.56122449,-1.514127733,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_22_22,06_24_22,157,F,157F,107,6,SYM,1,A,G27,Y59,G27Y59,1A,G27Y59_exp1A,10,20,0.396,0.517,0.121,0.305555556,-2.111964733,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,07_01_22,201,C,201C,135,2,SYM,2,A,G32,Y92,G32Y92,2A,G32Y92_exp2A,76,20,0.534,0.456,-0.078,-0.146067416,-2.551046452,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
08_01_22,08_03_22,240,I,240I,162,3,SYM,3,A,G32,Y92,G32Y92,3A,G32Y92_exp3A,140,20,0.484,0.06,-0.424,-0.876033058,-0.858021824,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,07_07_22,222,C,222C,145,5,SYM,2,A,G32,Y93,G32Y93,2A,G32Y93_exp2A,76,20,0.529,0.612,0.083,0.156899811,-2.488914671,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
08_01_22,08_03_22,241,T,241T,164,6,SYM,3,A,G32,Y93,G32Y93,3A,G32Y93_exp3A,140,20,0.586,0.088,-0.498,-0.849829352,-0.697155202,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,06_30_22,196,S,196S,132,12,SYM,2,B,G37,Y31,G37Y31,2B,G37Y31_exp2B,112,20,0.537,0.612,0.075,0.139664804,-2.590267165,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,07_07_22,217,D,217D,143,11,SYM,2,B,G37,Y32,G37Y32,2B,G37Y32_exp2B,112,20,0.56,0.615,0.055,0.098214286,-2.900422094,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,07_07_22,233,L,233L,151,16,SYM,2,B,G37,Y33,G37Y33,2B,G37Y33_exp2B,112,20,0.58,0.046,-0.534,-0.920689655,-0.62735944,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,06_30_22,167,Q,167Q,114,8,SYM,1,B,G38,Y37,G38Y37,1B,G38Y37_exp1B,47,20,0.264,0.252,-0.012,-0.045454545,-4.422848629,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,06_30_22,182,C,182C,124,10,SYM,1,B,G38,Y38,G38Y38,1B,G38Y38_exp1B,47,20,0.415,0.595,0.18,0.43373494,-1.714798428,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
08_01_22,08_03_22,242,L,242L,165,9,APO,3,B,O11,G22,O11G22,3B,O11G22_exp3B,163,20,0.251,0.186,-0.065,-0.258964143,-2.733368009,A_5_20_S_S,A,5,A_5,Nutrient,20,S,A,S_A
08_01_22,8_06_22,254,H,254H,176,10,SYM,3,B,O11,G25,O11G25,3B,O11G25_exp3B,163,20,0.491,0.038,-0.453,-0.922606925,-0.791863153,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
08_01_22,8_05_22,252,E,252E,173,6,SYM,3,B,O11,G26,O11G26,3B,O11G26_exp3B,163,20,0.587,0.266,-0.321,-0.546848382,-1.136314156,A_5_20_S_S,A,5,A_5,Nutrient,20,S,S,S_S
06_29_22,06_30_22,170,O,170O,118,2,APO,2,B,G29,Y70,G29Y70,2B,G29Y70_exp2B,109,30,0.502,0.082,-0.42,-0.836653386,-0.867500568,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,07_05_22,213,D,213D,142,3,APO,2,B,G29,Y71,G29Y71,2B,G29Y71_exp2B,109,30,0.459,0.539,0.08,0.174291939,-2.525728644,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_22_22,06_24_22,160,I,160I,110,7,APO,1,A,G32,Y87,G32Y87,1A,G32Y87_exp1A,14,30,0.346,0.305,-0.041,-0.11849711,-3.194183212,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_22_22,06_23_22,145,G,145G,99,13,APO,1,A,G32,Y88,G32Y88,1A,G32Y88_exp1A,14,30,0.396,0.325,-0.071,-0.179292929,-2.645075402,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,06_30_22,167,O,167O,114,6,APO,1,B,G33,Y94,G33Y94,1B,G33Y94_exp1B,44,30,0.312,0.188,-0.124,-0.397435897,-2.087473713,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,06_30_22,178,J,178J,123,7,APO,1,B,G33,Y95,G33Y95,1B,G33Y95_exp1B,44,30,0.295,0.079,-0.216,-0.73220339,-1.532476871,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,06_30_22,186,A,186A,127,11,APO,1,B,G33,Y97,G33Y97,1B,G33Y97_exp1B,44,30,0.078,0.285,0.207,2.653846154,-1.575036486,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,06_30_22,196,F,196F,131,15,APO,2,A,G35,Y12,G35Y12,2A,G35Y12_exp2A,79,30,0.512,0.511,-0.001,-0.001953125,-6.907755279,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_22_29,07_31_29,235,H,235H,153,8,APO,3,A,G35,Y12,G35Y12,3A,G35Y12_exp3A,143,30,0.451,0.313,-0.138,-0.305986696,-1.980501594,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,07_05_22,210,D,210D,140,9,APO,2,A,G35,Y14,G35Y14,2A,G35Y14_exp2A,79,30,0.407,0.55,0.143,0.351351351,-1.944910649,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
08_01_22,08_02_22,237,AG,237AG,156,3,APO,3,A,G35,Y14,G35Y14,3A,G35Y14_exp3A,143,30,0.326,0.492,0.166,0.509202454,-1.795767491,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,07_07_22,232,F,232F,150,15,APO,2,A,G35,Y21,G35Y21,2A,G35Y21_exp2A,79,30,0.35,0.336,-0.014,-0.04,-4.268697949,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
08_01_22,08_02_22,237,BP,237BP,158,6,APO,3,A,G35,Y21,G35Y21,3A,G35Y21_exp3A,143,30,0.538,0.653,0.115,0.213754647,-2.162823151,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
08_01_22,08_03_22,242,G,242G,165,4,APO,3,B,W8,O36,W8O36,3B,W8O36_exp3B,192,30,0.465,0.549,0.084,0.180645161,-2.47693848,A_5_30_F_A,A,5,A_5,Nutrient,30,F,A,F_A
06_29_22,06_30_22,196,J,196J,132,3,SYM,2,B,G29,Y72,G29Y72,2B,G29Y72_exp2B,109,30,0.11,0.514,0.404,3.672727273,-0.906340401,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,07_05_22,211,J,211J,141,8,SYM,2,B,G29,Y73,G29Y73,2B,G29Y73_exp2B,109,30,0.516,0.441,-0.075,-0.145348837,-2.590267165,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,07_07_22,228,A,228A,148,16,SYM,2,B,G29,Y74,G29Y74,2B,G29Y74_exp2B,109,30,0.476,0.236,-0.24,-0.504201681,-1.427116356,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_22_22,06_23_22,144,C,144C,98,11,SYM,1,A,G32,Y90,G32Y90,1A,G32Y90_exp1A,14,30,0.267,0.53,0.263,0.985018727,-1.335601247,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_22_22,06_24_22,152,Q,152Q,104,2,SYM,1,A,G32,Y92,G32Y92,1A,G32Y92_exp1A,14,30,0.359,0.374,0.015,0.04178273,-4.199705078,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_22_22,06_24_22,157,B,157B,107,2,SYM,1,A,G32,Y93,G32Y93,1A,G32Y93_exp1A,14,30,0.4,0.209,-0.191,-0.4775,-1.655481851,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,06_30_22,181,A,181A,124,2,SYM,1,B,G33,Y1,G33Y1,1B,G33Y1_exp1B,44,30,0.404,0.545,0.141,0.349009901,-1.958995389,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,06_30_22,167,J,167J,114,1,SYM,1,B,G33,Y100,G33Y100,1B,G33Y100_exp1B,44,30,0.401,0.418,0.017,0.042394015,-4.074541935,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,07_01_22,198,H,198H,133,16,SYM,2,A,G35,Y23,G35Y23,2A,G35Y23_exp2A,79,30,0.456,0.508,0.052,0.114035088,-2.95651156,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
08_01_22,08_03_22,240,D,240D,161,14,SYM,3,A,G35,Y23,G35Y23,3A,G35Y23_exp3A,143,30,0.12,0.407,0.287,2.391666667,-1.248273063,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,07_07_22,220,H,220H,144,14,SYM,2,A,G35,Y24,G35Y24,2A,G35Y24_exp2A,79,30,0.444,0.061,-0.383,-0.862612613,-0.95972029,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
08_01_22,08_03_22,241,N,241N,163,16,SYM,3,A,G35,Y24,G35Y24,3A,G35Y24_exp3A,143,30,0.538,0.516,-0.022,-0.040892193,-3.816712826,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
08_01_22,8_05_22,245,E,245E,168,16,APO,3,B,W8,O37,W8O37,3B,W8O37_exp3B,192,30,0.484,0.513,0.029,0.059917355,-3.540459449,A_5_30_F_S,A,5,A_5,Nutrient,30,F,A,F_A
08_01_22,8_05_22,248,E,248E,170,10,SYM,3,B,W8,O38,W8O38,3B,W8O38_exp3B,192,30,0.565,0.362,-0.203,-0.359292035,-1.5945493,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
08_01_22,8_05_22,252,AG,252AG,175,2,SYM,3,B,W8,O39,W8O39,3B,W8O39_exp3B,192,30,0.535,0.113,-0.422,-0.788785047,-0.862749965,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
08_01_22,08_03_22,243,B,243B,166,14,SYM,3,B,W8,O40,W8O40,3B,W8O40_exp3B,192,30,0.575,0.451,-0.124,-0.215652174,-2.087473713,A_5_30_F_S,A,5,A_5,Nutrient,30,F,S,F_S
06_29_22,06_30_22,178,H,178H,123,9,APO,2,B,G31,Y80,G31Y80,2B,G31Y80_exp2B,110,30,0.459,0.48,0.021,0.045751634,-3.863232841,A_5_30_S_A,A,5,A_5,Nutrient,30,S,A,S_A
06_29_22,07_07_22,225,A,225A,146,12,APO,2,B,G31,Y82,G31Y82,2B,G31Y82_exp2B,110,30,0.559,0.415,-0.144,-0.257602862,-1.937941979,A_5_30_S_A,A,5,A_5,Nutrient,30,S,A,S_A
06_22_22,06_24_22,155,K,155K,106,14,APO,1,A,G37,Y29,G37Y29,1A,G37Y29_exp1A,16,30,0.306,0.248,-0.058,-0.189542484,-2.847312268,A_5_30_S_A,A,5,A_5,Nutrient,30,S,A,S_A
06_22_22,06_24_22,157,A,157A,107,1,APO,1,A,G37,Y30,G37Y30,1A,G37Y30_exp1A,16,30,0.193,0.495,0.302,1.564766839,-1.197328262,A_5_30_S_A,A,5,A_5,Nutrient,30,S,A,S_A
06_29_22,07_01_22,198,J,198J,134,2,APO,2,A,G38,Y34,G38Y34,2A,G38Y34_exp2A,80,30,0.523,0.577,0.054,0.103250478,-2.918771232,A_5_30_S_A,A,5,A_5,Nutrient,30,S,A,S_A
