row_number,exp_num,subrun,N_species,N_dose,temp,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
382,1,B,N,18,30,S,A,N_18_30_S_A,R17W83,11,R17W83_day11,R17W83_1B_day11.JPG,R17W83_exp1B_day11,113.0231,94.65727,96.48048,218.7874,23.20618,56.41683,80.78008,140.1337,56.9852,134.8835,164.8781,220.1527,0.22449,0.27373,0.30986,0
383,1,B,N,18,30,S,S,N_18_30_S_S,R17W84,11,R17W84_day11,R17W84_1B_day11.JPG,R17W84_exp1B_day11,131.8662,63.47118,40.55344,231.9437,41.53092,46.62262,103.5092,175.5624,53.62675,132.2948,168.5736,198.2798,0.44883,0.21654,0.040424,0
384,1,B,N,18,30,S,S,N_18_30_S_S,R17W85,11,R17W85_day11,R17W85_1B_day11.JPG,R17W85_exp1B_day11,73.11,24.8182,10.6816,227.5976,30.21282,39.3026,109.6781,172.2038,46.36812,157.9976,187.3366,207.5119,0.28064,0.12777,-0.03023,0
385,1,B,N,18,30,F,S,N_18_30_F_S,R21W100,11,R21W100_day11,R21W100_1B_day11.JPG,R21W100_exp1B_day11,147.7053,79.12597,25.33283,227.4576,33.591,41.74132,105.6628,170.9153,49.49694,148.9699,181.2404,208.2199,0.49329,0.45707,-0.08588,0
386,1,B,N,18,30,F,S,N_18_30_F_S,R21W55,11,R21W55_day11,R21W55_1B_day11.JPG,R21W55_exp1B_day11,75.2052,29.0138,14.9373,235.6991,38.1586,46.51669,116.5035,182.5737,55.99208,154.456,185.5631,205.9974,0.27216,0.12546,-0.02305,0
387,1,B,N,18,30,F,A,N_18_30_F_A,R21W94,11,R21W94_day11,R21W94_1B_day11.JPG,R21W94_exp1B_day11,149.1517,107.342,93.11334,201.4574,26.01413,49.08336,89.82334,165.2539,75.03983,113.3089,153.9824,212.5761,0.45437,0.39882,0.19233,0
388,1,B,N,18,30,F,A,N_18_30_F_A,R21W95,11,R21W95_day11,R21W95_1B_day11.JPG,R21W95_exp1B_day11,177.948,107.1065,65.15146,219.126,22.48471,32.07119,108.6449,164.9508,35.37988,151.0482,173.8894,194.4373,0.49297,0.38928,0.18293,0
389,1,B,N,18,30,F,A,N_18_30_F_A,R21W97,11,R21W97_day11,R21W97_1B_day11.JPG,R21W97_exp1B_day11,126.5805,126.6055,145.2412,196.8991,20.2207,48.80825,80.16435,154.8065,68.73656,115.1768,155.873,215.3931,0.22613,0.23713,0.54739,0
390,1,B,N,5,20,S,A,N_5_20_S_A,Y13B70,11,Y13B70_day11,Y13B70_1B_day11.JPG,Y13B70_exp1B_day11,173.163,134.6117,147.6209,194.8215,26.9382,54.17041,75.65139,143.9454,65.48712,119.7704,163.0615,220.6355,0.48165,0.33303,0.45197,0
391,1,B,N,5,20,S,A,N_5_20_S_A,Y13B71,11,Y13B71_day11,Y13B71_1B_day11.JPG,Y13B71_exp1B_day11,152.8313,77.08372,47.08829,217.3221,21.87482,38.07012,115.9688,167.6387,39.04229,137.9491,157.5376,174.3304,0.47823,0.30616,0.097107,0
392,1,B,N,5,20,S,A,N_5_20_S_A,Y13B72,11,Y13B72_day11,Y13B72_1B_day11.JPG,Y13B72_exp1B_day11,142.5256,136.7535,134.2464,189.8906,18.48044,41.82387,91.62734,164.4007,73.02343,109.1637,146.0619,200.8301,0.297,0.38334,0.46722,0
393,1,B,N,5,20,S,S,N_5_20_S_S,Y13B73,11,Y13B73_day11,Y13B73_1B_day11.JPG,Y13B73_exp1B_day11,156.3042,86.0809,60.63795,224.0967,28.39309,38.62199,110.4838,167.3497,45.90087,141.7844,165.4776,187.7926,0.45895,0.27767,0.16064,0
394,1,B,N,5,20,S,S,N_5_20_S_S,Y13B74,11,Y13B74_day11,Y13B74_1B_day11.JPG,Y13B74_exp1B_day11,141.5726,88.99952,26.45391,232.1306,40.48381,48.51053,107.4389,168.1659,51.45907,143.9393,173.4441,194.7364,0.42915,0.54447,-0.11494,0
395,1,B,N,5,20,F,A,N_5_20_F_A,Y5B35,11,Y5B35_day11,Y5B35_1B_day11.JPG,Y5B35_exp1B_day11,139.951,88.79926,74.78335,216.0634,42.96682,51.90953,99.22948,168.5992,56.67229,101.9484,142.8109,174.9634,0.43858,0.22476,0.2245,0
396,1,B,N,5,20,F,A,N_5_20_F_A,Y5B36,11,Y5B36_day11,Y5B36_1B_day11.JPG,Y5B36_exp1B_day11,135.5965,113.9514,82.4243,218.9518,24.1532,41.69967,113.166,176.2449,58.22754,150.6657,182.3256,211.8933,0.26794,0.36602,0.23568,0
397,1,B,N,5,20,F,A,N_5_20_F_A,Y5B37,11,Y5B37_day11,Y5B37_1B_day11.JPG,Y5B37_exp1B_day11,128.1888,84.49784,74.81774,196.2262,18.32466,47.264,103.7939,175.9583,83.86971,130.6533,168.1816,221.1305,0.3995,0.30877,0.13585,0
398,1,B,N,5,20,F,S,N_5_20_F_S,Y5B38,11,Y5B38_day11,Y5B38_1B_day11.JPG,Y5B38_exp1B_day11,138.1929,65.94876,41.43607,243.2444,44.81886,51.40404,112.9989,175.4014,53.41201,153.1154,182.6368,206.0051,0.44129,0.23074,0.031201,0
399,1,B,N,5,20,F,S,N_5_20_F_S,Y5B39,11,Y5B39_day11,Y5B39_1B_day11.JPG,Y5B39_exp1B_day11,147.271,70.56037,40.93166,235.2677,36.36274,41.68643,111.7282,167.3885,42.86756,156.699,179.8875,197.162,0.46582,0.265,0.051496,0
400,1,B,N,5,30,F,A,N_5_30_F_A,Y7B40,11,Y7B40_day11,Y7B40_1B_day11.JPG,Y7B40_exp1B_day11,157.4948,137.8452,135.9849,193.7988,15.94981,42.0439,79.91615,149.522,58.85033,117.6387,158.5388,211.9519,0.37112,0.39697,0.45775,0
401,1,B,N,5,30,F,A,N_5_30_F_A,Y7B41,11,Y7B41_day11,Y7B41_1B_day11.JPG,Y7B41_exp1B_day11,191.8002,136.8849,107.5947,208.281,17.71224,29.78851,101.9818,164.2581,43.90098,144.3631,178.0442,201.1842,0.47546,0.36504,0.38475,0
402,1,B,N,5,30,F,A,N_5_30_F_A,Y7B42,11,Y7B42_day11,Y7B42_1B_day11.JPG,Y7B42_exp1B_day11,142.6253,120.0591,95.05031,199.2133,18.66397,31.63621,74.84272,135.22,23.58856,130.5236,159.4974,184.2608,0.30991,0.35266,0.41749,0
403,1,B,N,5,30,F,S,N_5_30_F_S,Y7B43,11,Y7B43_day11,Y7B43_1B_day11.JPG,Y7B43_exp1B_day11,166.6165,112.4725,60.65802,204.7144,22.83394,30.73529,89.5837,160.4512,40.11105,101.1728,135.6586,158.6575,0.52009,0.49463,0.15652,0
404,1,B,N,5,30,F,S,N_5_30_F_S,Y7B44,11,Y7B44_day11,Y7B44_1B_day11.JPG,Y7B44_exp1B_day11,101.2661,40.66358,19.09429,226.3758,35.48102,42.02334,114.1756,181.3674,53.66813,166.1757,197.2797,223.5178,0.37685,0.18222,-0.02918,0
405,1,B,N,5,30,S,A,N_5_30_S_A,Y8B45,11,Y8B45_day11,Y8B45_1B_day11.JPG,Y8B45_exp1B_day11,157.8301,66.73734,32.97478,224.3643,20.57421,29.97135,115.0641,169.9887,26.48528,150.2583,170.0116,179.8134,0.52608,0.27351,0.055411,0
406,1,B,N,5,30,S,A,N_5_30_S_A,Y8B46,11,Y8B46_day11,Y8B46_1B_day11.JPG,Y8B46_exp1B_day11,122.7157,63.13536,42.88823,226.7785,23.05411,35.00003,104.2787,156.2837,30.6064,139.2437,161.3284,180.6894,0.36168,0.21563,0.13078,0
407,1,B,N,5,30,S,A,N_5_30_S_A,Y8B47,11,Y8B47_day11,Y8B47_1B_day11.JPG,Y8B47_exp1B_day11,99.6077,94.1986,86.1907,199.5827,19.29187,33.04994,89.03811,154.3758,39.54999,127.5189,161.2948,192.4391,0.17092,0.19298,0.37887,0
408,1,B,N,5,30,S,S,N_5_30_S_S,Y8B48,11,Y8B48_day11,Y8B48_1B_day11.JPG,Y8B48_exp1B_day11,156.703,85.34415,50.22653,223.1234,23.10405,34.36596,111.1256,168.2109,43.77242,145.6415,172.4895,191.6319,0.4673,0.33998,0.10064,0
409,1,B,N,5,30,S,S,N_5_30_S_S,Y8B49,11,Y8B49_day11,Y8B49_1B_day11.JPG,Y8B49_exp1B_day11,131.2718,59.57094,30.49281,226.3084,28.87647,36.41008,105.0739,168.0462,42.13862,139.4463,168.2259,194.0796,0.44882,0.26113,0.016217,0
410,2,A,N,0,20,F,S,CNTRL_20_F_S,B13G10,1,B13G10_day1,B13G10_2A_day1.JPG,B13G10_exp2A_day1,102.8019,60.2842,35.05676,218.1874,44.43643,53.53201,106.0265,172.1605,62.16868,127.9725,166.0361,202.3036,0.34379,0.25871,0.002812,0
411,2,A,N,0,20,F,S,CNTRL_20_F_S,B13G13,1,B13G13_day1,B13G13_2A_day1.JPG,B13G13_exp2A_day1,107.0785,57.25484,39.20153,234.3909,48.46171,53.90701,107.6721,169.1657,50.02584,142.777,173.1152,194.1924,0.33703,0.17798,0.062461,0
412,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G2,1,B13G2_day1,B13G2_2A_day1.JPG,B13G2_exp2A_day1,127.9086,92.28463,51.53891,204.4252,25.25555,41.04362,100.3944,166.3161,53.6335,134.3657,168.7164,202.0519,0.37049,0.43272,0.064954,0
413,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G3,1,B13G3_day1,B13G3_2A_day1.JPG,B13G3_exp2A_day1,162.5622,137.8574,101.7697,201.201,20.51988,34.20583,86.68445,144.3508,39.17631,141.7397,171.2122,199.2396,0.34904,0.48336,0.35582,0
414,2,A,N,0,20,F,A,CNTRL_20_F_A,B13G8,1,B13G8_day1,B13G8_2A_day1.JPG,B13G8_exp2A_day1,166.1619,115.8165,69.31919,210.1506,27.15853,38.57179,91.37544,153.6429,43.19577,123.5139,155.9909,184.9561,0.47674,0.51116,0.15598,0
415,2,A,N,0,20,S,A,CNTRL_20_S_A,B22G30,1,B22G30_day1,B22G29_2A_day1.JPG,B22G30_exp2A_day1,123.1056,70.45395,44.34636,199.8944,28.89816,42.64645,91.22118,165.2755,56.81591,120.2323,156.448,190.607,0.4506,0.31023,0.039368,0
416,2,A,N,0,20,S,S,CNTRL_20_S_S,B22G31,1,B22G31_day1,B22G31_2A_day1.JPG,B22G31_exp2A_day1,121.9225,72.2196,54.75213,225.9453,50.31465,59.02204,110.2606,178.5685,61.02149,144.1853,179.793,204.9987,0.38,0.19793,0.098762,0
417,2,A,N,0,30,F,A,CNTRL_30_F_A,B25G43,1,B25G43_day1,B25G43_2A_day1.JPG,B25G43_exp2A_day1,93.2458,85.6453,66.4244,225.0712,39.40903,56.09524,100.6223,168.238,55.3272,136.9664,172.4631,207.8203,0.17441,0.2597,0.20341,0
418,2,A,N,0,30,F,A,CNTRL_30_F_A,B25G44,1,B25G44_day1,B25G44_2A_day1.JPG,B25G44_exp2A_day1,165.2073,109.4081,75.89012,205.5187,14.96232,29.96978,81.84193,138.8888,25.2418,150.8211,179.5207,203.0217,0.45348,0.40779,0.25616,0
419,2,A,N,0,30,F,A,CNTRL_30_F_A,B25G45,1,B25G45_day1,B25G45_2A_day1.JPG,B25G45_exp2A_day1,103.4382,48.99929,18.02369,200.8002,20.34862,35.99095,91.23538,161.2957,49.55927,123.9267,162.0793,199.0617,0.41058,0.31421,-0.06192,0
420,2,A,N,0,30,F,S,CNTRL_30_F_S,B25G46,1,B25G46_day1,B25G46_2A_day1.JPG,B25G46_exp2A_day1,117.1591,62.71476,35.50899,210.0762,22.29474,38.64802,101.0905,169.7456,54.09462,140.2372,176.146,207.2542,0.40217,0.29716,0.018775,0
421,2,A,N,0,30,F,S,CNTRL_30_F_S,B25G47,1,B25G47_day1,B25G47_2A_day1.JPG,B25G47_exp2A_day1,128.3826,64.5622,34.67563,206.4154,27.24241,38.41342,87.47561,156.4229,43.3623,128.8542,166.8615,197.5793,0.48027,0.31531,0.012929,0
422,2,A,N,0,30,S,A,CNTRL_30_S_A,B26G48,1,B26G48_day1,B26G48_2A_day1.JPG,B26G48_exp2A_day1,106.3568,57.71538,32.06257,225.7503,28.21965,41.23293,101.8101,166.9833,44.24675,134.0527,166.8928,194.8982,0.33567,0.25283,0.036096,0
423,2,A,N,0,30,S,A,CNTRL_30_S_A,B26G49,1,B26G49_day1,B26G49_2A_day1.JPG,B26G49_exp2A_day1,86.1099,39.0268,20.4807,241.0051,40.93764,53.34209,121.9736,183.1509,51.63248,160.4445,184.2992,206.0526,0.28401,0.16523,-0.01553,0
424,2,A,N,0,30,S,A,CNTRL_30_S_A,B26G50,1,B26G50_day1,B26G50_2A_day1.JPG,B26G50_exp2A_day1,178.4755,130.5942,101.1078,225.9517,39.31607,53.72295,102.0673,177.4589,67.55789,130.4589,173.9731,210.174,0.47404,0.406,0.22939,0
425,2,A,N,0,30,S,S,CNTRL_30_S_S,B26G51,1,B26G51_day1,B26G51_2A_day1.JPG,B26G51_exp2A_day1,103.435,52.98705,32.94152,238.6772,42.65131,52.71094,103.1072,172.0049,52.92965,148.0486,183.9299,210.5243,0.3323,0.20147,0.022619,0
426,2,A,N,0,30,S,S,CNTRL_30_S_S,B26G52,1,B26G52_day1,B26G52_2A_day1.JPG,B26G52_exp2A_day1,133.573,67.00914,38.72916,214.0449,21.64048,35.4173,109.3991,169.5167,43.97041,125.8303,151.3028,176.9413,0.44313,0.28596,0.059121,0
427,2,A,N,1.5,20,F,A,N_1.5_20_F_A,G23Y2820,1,G23Y2820_day1,G23Y2820_2A_day1.JPG,G23Y2820_exp2A_day1,134.5868,82.67868,45.28196,189.4627,25.34761,34.66636,90.67139,149.7453,43.53189,122.2007,155.2594,179.7091,0.47551,0.40795,0.061427,0
428,2,A,N,1.5,20,S,A,N_1.5_20_S_A,G24Y40,1,G24Y40_day1,G24Y40_2A_day1.JPG,G24Y40_exp2A_day1,177.1633,168.3427,159.265,172.5397,18.71006,34.13045,73.6695,147.4968,53.65925,106.4536,150.1541,191.5722,0.4497,0.44696,0.62605,0
429,2,A,N,1.5,20,S,A,N_1.5_20_S_A,G24Y41,1,G24Y41_day1,G24Y41_2A_day1.JPG,G24Y41_exp2A_day1,159.9783,147.1994,128.1631,201.6415,34.91409,47.92576,96.46138,163.8457,62.53067,122.8675,156.3563,186.9253,0.32358,0.37358,0.4777,0
430,2,A,N,1.5,20,S,A,N_1.5_20_S_A,G24Y42,1,G24Y42_day1,G24Y42_2A_day1.JPG,G24Y42_exp2A_day1,147.184,128.8253,110.3383,207.4509,40.7975,49.72269,94.59221,161.9906,57.76241,128.2291,165.7538,199.0207,0.32714,0.32605,0.37804,0
431,2,A,N,1.5,20,S,S,N_1.5_20_S_S,G24Y43,1,G24Y43_day1,G24Y43_2A_day1.JPG,G24Y43_exp2A_day1,111.7213,63.48934,44.30981,210.7966,39.52316,47.96986,104.5852,167.4903,54.22546,137.5492,168.3929,194.4454,0.37408,0.21465,0.075732,0
