,row_number,exp_num,subrun,N_species,N_dose,temp,row_number.1,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,70,3,B,A,5,20,70,S,S,A_5_20_S_S,O11G25,11,O11G25_day11,O11G25_3B_day11.JPG,O11G25_exp3B_day11,164.9171,100.0381,66.85954,221.2711,23.56658,41.86263,110.5903,168.6643,45.12027,142.7982,170.7837,195.929,0.45888,0.36873,0.15828,1
206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,71,3,B,A,5,20,71,F,S,A_5_20_F_S,O10G21,11,O10G21_day11,O10G21_3B_day11.JPG,O10G21_exp3B_day11,133.6021,76.17735,45.70819,222.0525,34.11259,46.16501,117.4723,181.4332,51.04621,162.8121,193.3278,217.5084,0.41079,0.28218,0.056733,1
209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,72,3,B,A,5,20,72,S,A,A_5_20_S_A,O11G23,11,O11G23_day11,O11G23_3B_day11.JPG,O11G23_exp3B_day11,125.474,113.8716,87.00798,222.1444,30.8105,44.36271,109.234,171.5799,52.84918,142.2635,173.2885,196.9789,0.2127,0.31239,0.31,1
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,73,3,B,A,10,30,73,F,A,A_10_30_F_A,W17O78,1,W17O78_day1,W16O73_3B_day1.JPG,W17O78_exp3B_day1,160.4198,132.3625,111.1,222.2853,44.42274,57.57053,102.1865,164.2849,54.117,128.8715,164.8721,196.1783,0.35121,0.33991,0.36949,1
215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,74,1,B,A,7.5,20,74,S,A,A_7.5_20_S_A,Y23B2009,11,Y23B2009_day11,Y23B20_1B_day11.JPG,Y23B2009_exp1B_day11,154.4969,119.7842,84.81125,222.4296,34.32424,45.26554,81.57886,140.3399,25.14195,129.7788,158.6805,184.4855,0.36064,0.40853,0.31556,1
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,75,1,A,A,10,30,75,F,A,A_10_30_F_A,R12W57,1,R12W57_day1,R12W57_1A_day1.JPG,R12W57_exp1A_day1,151.9232,95.18066,73.88471,222.4952,61.22805,66.83694,115.3372,173.6399,66.89569,157.6132,188.0395,211.2031,0.4657,0.25068,0.12306,1
221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,76,1,A,A,10,30,76,F,S,A_10_30_F_S,R12W59,1,R12W59_day1,R12W59_1A_day1.JPG,R12W59_exp1A_day1,110.06,77.51662,50.03031,222.7378,68.14633,74.14084,107.5294,176.8347,76.85868,140.141,179.1709,206.5938,0.34581,0.29767,0.0073229,1
224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,77,3,B,A,7.5,30,77,S,A,A_7.5_30_S_A,W13O60,11,W13O60_day11,W13O60_3B_day11.JPG,W13O60_exp3B_day11,157.1649,97.3398,75.19818,222.9449,41.75877,75.08471,109.293,177.0784,90.81827,147.3565,184.3365,240.8267,0.49383,0.44198,-0.0083885,1
227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,78,1,A,A,10,30,78,F,A,A_10_30_F_A,R12W57,11,R12W57_day11,R12W57_1A_day11.JPG,R12W57_exp1A_day11,143.8726,77.44292,60.35504,222.9724,39.41792,43.39621,105.554,169.5655,48.57728,150.938,181.5917,201.9628,0.45196,0.18267,0.15779,1
230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,79,3,B,A,7.5,30,79,F,S,A_7.5_30_F_S,W13O57,11,W13O57_day11,W12O52_3B_day11.JPG,W13O57_exp3B_day11,140.1723,135.9584,134.495,223.0623,40.16899,58.97976,101.9483,165.5863,67.30931,142.1726,177.0491,214.2522,0.20169,0.2414,0.49638,1
233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,80,2,A,A,7.5,30,80,S,S,A_7.5_30_S_S,Y23B1026,11,Y23B1026_day11,Y23B21_2A_day11.JPG,Y23B1026_exp2A_day11,129.2616,95.18776,72.84904,223.1205,60.70034,68.49001,76.0814,154.566,51.52389,109.7607,153.7394,184.3178,0.39736,0.29577,0.1649,1
236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,81,1,A,A,7.5,30,81,S,A,A_7.5_30_S_A,Y21B9940,1,Y21B9940_day1,Y21B99_1A_day1.JPG,Y21B9940_exp1A_day1,142.5692,95.91659,78.03347,223.991,59.31863,61.66234,124.5081,182.0089,65.26818,155.1778,177.9333,196.4085,0.38069,0.19456,0.21313,1
239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,82,1,A,A,10,30,82,S,S,A_10_30_S_S,R20W92,11,R20W92_day11,R20W92_1A_day11.JPG,R20W92_exp1A_day11,106.2276,63.42476,35.8569,224.2624,40.24571,51.01374,92.1864,154.4124,48.71012,132.4808,165.6017,192.4462,0.33794,0.30049,0.020685,1
242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,83,3,B,A,7.5,30,83,S,S,A_7.5_30_S_S,W14O64,11,W14O64_day11,W13O58_3B_day11.JPG,W14O64_exp3B_day11,173.7905,153.457,124.3525,224.6754,46.55655,60.03786,105.4805,181.7797,76.28029,113.3686,161.3942,199.9062,0.39558,0.44776,0.33239,1
245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,84,3,A,A,7.5,20,84,F,S,A_7.5_20_F_S,Y8B49,1,Y8B49_day1,O11G26_3B_day1.JPG,Y8B49_exp3A_day1,138.5652,75.05308,65.94697,224.6889,33.53108,43.98377,128.5826,185.4027,48.47505,155.8792,175.0191,192.5505,0.39153,0.12477,0.22164,1
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,85,3,B,A,10,30,85,S,A,A_10_30_S_A,W1O5,11,W1O5_day11,W1O5_3B_day11.JPG,W1O5_exp3B_day11,122.3782,69.88811,58.05722,225.102,49.53608,79.60824,116.0736,192.7334,101.7689,147.887,190.0814,243.8686,0.41222,0.26271,-0.006128,1
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,86,1,A,A,7.5,30,86,S,S,A_7.5_30_S_S,Y21B2759,11,Y21B2759_day11,Y2162_1A_day11.JPG,Y21B2759_exp1A_day11,140.7102,80.93349,35.37795,225.1417,32.40558,41.58347,109.7151,170.6578,47.50764,150.5578,178.5234,200.1426,0.4356,0.40082,-0.0088831,1
254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,87,2,A,A,7.5,30,87,S,S,A_7.5_30_S_S,Y23B1927,11,Y23B1927_day11,Y23B27_2A_day11.JPG,Y23B1927_exp2A_day11,105.6529,69.96075,47.03489,225.2597,45.04828,59.77507,100.486,167.6642,68.89186,131.7957,168.3949,207.6948,0.31549,0.29429,0.03805,1
257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,88,2,B,A,0,30,88,S,S,CNTRL_30_S_S,B34G3310,11,B34G3310_day11,B34G33_2B_day11.JPG,B34G3310_exp2B_day11,115.4405,78.48069,49.52464,226.2389,55.47576,64.69473,103.8137,172.8738,74.89789,120.7392,161.0355,202.1375,0.35298,0.33247,0.0088433,1
260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,89,3,A,A,5,20,89,F,S,A_5_20_F_S,G30Y79,1,G30Y79_day1,G30Y79_3A_day1.JPG,G30Y79_exp3A_day1,114.3779,59.2027,45.62896,226.4892,59.62555,65.37103,123.7079,193.1529,71.78831,175.2067,210.8252,238.8299,0.39748,0.13993,0.040195,1
263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,90,1,A,A,10,30,90,F,S,A_10_30_F_S,R12W58,11,R12W58_day11,R12W58_1A_day11.JPG,R12W58_exp1A_day11,156.4892,110.0023,60.81573,226.8147,52.21404,54.30422,97.90015,173.1112,66.49413,135.764,179.4019,213.7138,0.47513,0.47574,0.015816,1
266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,91,3,B,A,7.5,30,91,S,S,A_7.5_30_S_S,W14O63,1,W14O63_day1,W14O63_3B_day1.JPG,W14O63_exp3B_day1,182.9206,172.7323,160.0479,226.907,57.3254,68.04542,113.4589,187.1484,84.01495,130.9799,169.5079,205.7701,0.32933,0.34315,0.52879,1
269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,92,2,B,A,0,30,92,S,S,CNTRL_30_S_S,B34G3310,1,B34G3310_day1,B34G33_2B_day1.JPG,B34G3310_exp2B_day1,113.5852,69.78135,35.69471,227.4899,47.63512,58.2436,126.7396,182.3561,89.94764,141.4755,173.9665,201.8883,0.34459,0.38058,-0.092167,1
272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,93,3,B,A,7.5,30,93,S,S,A_7.5_30_S_S,W14O65,11,W14O65_day11,W13O59_3B_day11.JPG,W14O65_exp3B_day11,156.4148,113.0578,84.60857,227.8158,45.65101,56.70925,113.9797,195.6454,75.7956,140.8592,187.4078,226.5822,0.42524,0.32801,0.15726,1
275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,94,3,A,A,5,20,94,F,S,A_5_20_F_S,G30Y79,11,G30Y79_day11,G30Y78_3A_day11.JPG,G30Y79_exp3A_day11,119.0192,63.74444,53.73137,228.7723,50.65182,64.8581,119.0253,196.8864,82.70201,160.1132,200.6216,234.7461,0.39339,0.15612,0.065198,1
278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,95,3,B,A,7.5,30,95,S,A,A_7.5_30_S_A,W14O62,11,W14O62_day11,W13O56_3B_day11.JPG,W14O62_exp3B_day11,106.8661,66.37619,28.01434,229.2121,34.38455,49.04372,110.5792,166.0276,46.11881,126.2413,152.075,176.818,0.30596,0.35349,-0.018625,1
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,96,3,B,A,10,30,96,F,S,A_10_30_F_S,W17O79,1,W17O79_day1,W16O74_3B_day1.JPG,W17O79_exp3B_day1,191.8782,193.4314,196.5367,229.4621,61.12432,74.8489,107.9615,183.2619,84.5734,146.7777,187.6733,228.5423,0.27845,0.28235,0.66428,1
284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,97,2,A,A,7.5,30,97,S,A,A_7.5_30_S_A,Y23B1621,1,Y23B1621_day1,Y23B1621_2A_day1.JPG,Y23B1621_exp2A_day1,203.0769,163.4697,130.8142,229.5567,47.7458,56.666,100.4461,174.2118,60.64853,134.9159,183.4472,222.2166,0.48918,0.44308,0.34301,1
287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,98,3,B,A,5,20,98,F,S,A_5_20_F_S,O10G20,11,O10G20_day11,O10G20_3B_day11.JPG,O10G20_exp3B_day11,174.0247,97.31728,87.46594,230.0558,42.97341,53.04403,112.3523,181.1024,59.39781,151.8685,188.1752,216.671,0.5194,0.17729,0.22792,1
290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,99,3,A,A,5,20,99,F,S,A_5_20_F_S,G30Y78,11,G30Y78_day11,G30Y77_3A_day11.JPG,G30Y78_exp3A_day11,88.4847,35.9563,19.8129,230.332,43.31161,56.95577,117.1181,179.5401,59.21419,153.0042,185.3808,211.908,0.32817,0.16253,-0.040124,1
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,100,3,B,A,5,20,100,F,A,A_5_20_F_A,O10G14,1,O10G14_day1,O12Y1_3B_day1.JPG,O10G14_exp3B_day1,169.5916,132.2674,114.538,230.5229,47.43944,54.77474,130.8597,201.9108,72.08174,170.3951,204.9641,228.509,0.35458,0.21952,0.347,1
296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,101,3,A,A,10,20,101,S,S,A_10_20_S_S,R13W64,1,R13W64_day1,R13W64_3A_day1.JPG,R13W64_exp3A_day1,202.5519,180.7316,155.8728,231.339,50.37273,59.68238,109.2148,173.9101,65.01272,139.4708,174.697,202.2996,0.36613,0.3953,0.53545,1
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,103,1,B,A,7.5,20,103,S,S,A_7.5_20_S_S,Y23B3299,11,Y23B3299_day11,Y23B32_1B_day11.JPG,Y23B3299_exp1B_day11,171.9063,109.7407,64.1743,231.5857,43.1755,51.78756,108.3379,166.7158,49.31999,144.6581,174.6916,200.299,0.48092,0.44242,0.087112,1
302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,104,1,A,A,7.5,30,104,S,S,A_7.5_30_S_S,Y21B6232,11,Y21B6232_day11,Y21B56_1A_day11.JPG,Y21B6232_exp1A_day11,111.064,55.81844,24.22189,231.8613,35.67051,44.67506,112.0452,173.9404,46.90052,147.6828,176.1002,200.6378,0.36339,0.26997,-0.023297,1
305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,105,1,A,A,0,20,105,S,S,CNTRL_20_S_S,B34G3106,1,B34G3106_day1,B34G31_1A_day1.JPG,B34G3106_exp1A_day1,140.5189,93.48301,68.37098,232.1845,36.60635,42.0631,98.25502,161.684,42.78986,129.3308,161.9262,191.2091,0.36721,0.28076,0.21396,1
308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,106,3,B,A,10,30,106,F,A,A_10_30_F_A,W16O77,1,W16O77_day1,W15O72_3B_day1.JPG,W16O77_exp3B_day1,208.8407,152.663,113.0864,232.2677,57.49974,63.26341,125.9047,188.3889,72.45124,155.616,189.3493,215.7111,0.51626,0.41975,0.23186,1
311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,107,3,B,A,7.5,30,107,F,A,A_7.5_30_F_A,W13O56,11,W13O56_day11,W12O51_3B_day11.JPG,W13O56_exp3B_day11,118.7425,89.40511,54.50756,232.3759,54.64461,68.58621,104.9928,178.0901,72.25708,126.11,171.784,212.7996,0.32727,0.38109,0.021263,1
314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
